actor,direction,source_available,profile_status,next_step
npc_regional_temperate_guard_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_guard_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_guard_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_guard_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_guard_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_healer_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_healer_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_miner_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_miner_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_noble_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_noble_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_scholar_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_scholar_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_trader_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_trader_m,down_right,false,pending,review directional fallback before calibration
npc_ren,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_ren,down_left,false,pending,review directional fallback before calibration
npc_ren,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_ren,up_left,false,pending,review directional fallback before calibration
npc_ren,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_ren,up_right,false,pending,review directional fallback before calibration
npc_ren,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_ren,down_right,false,pending,review directional fallback before calibration
npc_rowan,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_rowan,down_left,false,pending,review directional fallback before calibration
npc_rowan,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_rowan,up_left,false,pending,review directional fallback before calibration
npc_rowan,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_rowan,up_right,false,pending,review directional fallback before calibration
npc_rowan,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_rowan,down_right,false,pending,review directional fallback before calibration
npc_sable,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_sable,down_left,false,pending,review directional fallback before calibration
npc_sable,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_sable,up_left,false,pending,review directional fallback before calibration
npc_sable,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_sable,up_right,false,pending,review directional fallback before calibration
npc_sable,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_sable,down_right,false,pending,review directional fallback before calibration
npc_samir,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_samir,down_left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_samir,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_samir,up_left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_samir,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_samir,up_right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_samir,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_samir,down_right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_seraphine,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_seraphine,down_left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_seraphine,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_seraphine,up_left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_seraphine,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_seraphine,up_right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_seraphine,right,true,pilot,visual review at gameplay size
npc_seraphine,down_right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ash_scribe_damar,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ash_scribe_damar,down_left,false,pending,review directional fallback before calibration
npc_story_ash_scribe_damar,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ash_scribe_damar,up_left,false,pending,review directional fallback before calibration
npc_story_ash_scribe_damar,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ash_scribe_damar,up_right,false,pending,review directional fallback before calibration
npc_story_ash_scribe_damar,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ash_scribe_damar,down_right,false,pending,review directional fallback before calibration
npc_story_bellwright_nessa,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_bellwright_nessa,down_left,false,pending,review directional fallback before calibration
npc_story_bellwright_nessa,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_bellwright_nessa,up_left,false,pending,review directional fallback before calibration
npc_story_bellwright_nessa,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_bellwright_nessa,up_right,false,pending,review directional fallback before calibration
npc_story_bellwright_nessa,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_bellwright_nessa,down_right,false,pending,review directional fallback before calibration
npc_story_captain_elric_snowrest,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_captain_elric_snowrest,down_left,false,pending,review directional fallback before calibration
npc_story_captain_elric_snowrest,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_captain_elric_snowrest,up_left,false,pending,review directional fallback before calibration
npc_story_captain_elric_snowrest,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_captain_elric_snowrest,up_right,false,pending,review directional fallback before calibration
npc_story_captain_elric_snowrest,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_captain_elric_snowrest,down_right,false,pending,review directional fallback before calibration
npc_story_elder_rowan,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_elder_rowan,down_left,false,pending,review directional fallback before calibration
npc_story_elder_rowan,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_elder_rowan,up_left,false,pending,review directional fallback before calibration
npc_story_elder_rowan,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_elder_rowan,up_right,false,pending,review directional fallback before calibration
npc_story_elder_rowan,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_elder_rowan,down_right,false,pending,review directional fallback before calibration
npc_story_gravekeeper_hollis,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_gravekeeper_hollis,down_left,false,pending,review directional fallback before calibration
npc_story_gravekeeper_hollis,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_gravekeeper_hollis,up_left,false,pending,review directional fallback before calibration
npc_story_gravekeeper_hollis,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_gravekeeper_hollis,up_right,false,pending,review directional fallback before calibration
npc_story_gravekeeper_hollis,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_gravekeeper_hollis,down_right,false,pending,review directional fallback before calibration
npc_story_maelis,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_maelis,down_left,false,pending,review directional fallback before calibration
npc_story_maelis,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_maelis,up_left,false,pending,review directional fallback before calibration
npc_story_maelis,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_maelis,up_right,false,pending,review directional fallback before calibration
npc_story_maelis,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_maelis,down_right,false,pending,review directional fallback before calibration
npc_story_mirella,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_mirella,down_left,false,pending,review directional fallback before calibration
npc_story_mirella,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_mirella,up_left,false,pending,review directional fallback before calibration
npc_story_mirella,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_mirella,up_right,false,pending,review directional fallback before calibration
npc_story_mirella,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_mirella,down_right,false,pending,review directional fallback before calibration
npc_story_odrick,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_odrick,down_left,false,pending,review directional fallback before calibration
npc_story_odrick,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_odrick,up_left,false,pending,review directional fallback before calibration
npc_story_odrick,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_odrick,up_right,false,pending,review directional fallback before calibration
npc_story_odrick,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_odrick,down_right,false,pending,review directional fallback before calibration
npc_story_selene,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_selene,down_left,false,pending,review directional fallback before calibration
npc_story_selene,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_selene,up_left,false,pending,review directional fallback before calibration
npc_story_selene,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_selene,up_right,false,pending,review directional fallback before calibration
npc_story_selene,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_selene,down_right,false,pending,review directional fallback before calibration
npc_story_solari,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_solari,down_left,false,pending,review directional fallback before calibration
npc_story_solari,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_solari,up_left,false,pending,review directional fallback before calibration
npc_story_solari,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_solari,up_right,false,pending,review directional fallback before calibration
npc_story_solari,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_solari,down_right,false,pending,review directional fallback before calibration
npc_story_vaelthara,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_vaelthara,down_left,false,pending,review directional fallback before calibration
npc_story_vaelthara,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_vaelthara,up_left,false,pending,review directional fallback before calibration
npc_story_vaelthara,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_vaelthara,up_right,false,pending,review directional fallback before calibration
npc_story_vaelthara,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_vaelthara,down_right,false,pending,review directional fallback before calibration
npc_story_ysra,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ysra,down_left,false,pending,review directional fallback before calibration
npc_story_ysra,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ysra,up_left,false,pending,review directional fallback before calibration
npc_story_ysra,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ysra,up_right,false,pending,review directional fallback before calibration
npc_story_ysra,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_story_ysra,down_right,false,pending,review directional fallback before calibration
npc_torin,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_torin,down_left,false,pending,review directional fallback before calibration
npc_torin,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_torin,up_left,false,pending,review directional fallback before calibration
npc_torin,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_torin,up_right,false,pending,review directional fallback before calibration
npc_torin,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_torin,down_right,false,pending,review directional fallback before calibration
npc_vesper,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vesper,down_left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vesper,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vesper,up_left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vesper,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vesper,up_right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vesper,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vesper,down_right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vexa,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vexa,down_left,false,pending,review directional fallback before calibration
npc_vexa,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vexa,up_left,false,pending,review directional fallback before calibration
npc_vexa,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vexa,up_right,false,pending,review directional fallback before calibration
npc_vexa,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_vexa,down_right,false,pending,review directional fallback before calibration
