sprite,surface,pelvis_x,hip_y,thigh_root,thigh,knee,calf,ankle,source_hash,evidence
class_cleric_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,ca033be2,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_healer_f_model_left,HIDDEN_BY_ROBE,97.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,81e116da,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_healer_f_model_up,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,8.128549999999999,7.777777777777778,3a9e92d3,2/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_healer_f_model_right,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,4de511e7,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_healer_m_model_down,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.111111111111111,eba40434,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_healer_m_model_left,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,c398d211,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_healer_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,6.666666666666666,4399853e,2/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_healer_m_model_right,HIDDEN_BY_ROBE,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,c0abf839,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_miner_f_model_down,EXPOSED,96.0,78,12.666666666666666,13.666666666666666,11.666666666666666,11.666666666666666,6.111111111111111,244c4dea,3/5 contour landmarks visible; source row spans
npc_regional_marsh_miner_f_model_left,EXPOSED,91.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,cf7067a5,1/5 contour landmarks visible; source row spans
npc_regional_marsh_miner_f_model_up,EXPOSED,93.0,79,11.555555555555555,12.555555555555555,10.555555555555555,11.11111111111111,6.666666666666666,a4719d2a,3/5 contour landmarks visible; source row spans
npc_regional_marsh_miner_f_model_right,EXPOSED,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,ad47acc4,1/5 contour landmarks visible; source row spans
npc_regional_marsh_miner_m_model_down,EXPOSED,89.0,78,13.0,14.0,12.0,12.0,7.222222222222222,c6248925,3/5 contour landmarks visible; source row spans
npc_regional_marsh_miner_m_model_left,EXPOSED,98.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,a1d534d6,1/5 contour landmarks visible; source row spans
npc_regional_marsh_miner_m_model_up,EXPOSED,102.0,78,13.0,14.0,12.0,12.0,7.222222222222222,905ff8a2,3/5 contour landmarks visible; source row spans
npc_regional_marsh_miner_m_model_right,EXPOSED,94.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,f32feddd,1/5 contour landmarks visible; source row spans
npc_regional_marsh_noble_f_model_down,HIDDEN_BY_ROBE,94.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,ae41445c,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_noble_f_model_left,HIDDEN_BY_ROBE,89.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,a126fba,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_noble_f_model_up,HIDDEN_BY_ROBE,97.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,116c3523,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_noble_f_model_right,HIDDEN_BY_ROBE,102.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,8c26eb18,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_noble_m_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,5.555555555555555,34296897,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_noble_m_model_left,HIDDEN_BY_ROBE,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,d421a4c0,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_noble_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,c532b3e0,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_noble_m_model_right,HIDDEN_BY_ROBE,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,9b1e1442,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_f_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,a08baf11,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_f_model_left,HIDDEN_BY_ROBE,91.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,8b5bc66b,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_f_model_up,HIDDEN_BY_ROBE,97.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,81df2091,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_f_model_right,HIDDEN_BY_ROBE,101.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,bd818850,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_m_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.222222222222222,e6e39eef,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_m_model_left,HIDDEN_BY_ROBE,99.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,5067f983,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,b28f2d2b,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_scholar_m_model_right,HIDDEN_BY_ROBE,92.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,bf460a2c,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_marsh_trader_f_model_down,EXPOSED,95.0,78,10.913499999999999,11.5778,8.0665,9.49,6.111111111111111,c73c579e,1/5 contour landmarks visible; source row spans
npc_regional_marsh_trader_f_model_left,EXPOSED,93.0,78,10.82955,11.48874,8.00445,9.417,8.00445,de55365e,1/5 contour landmarks visible; source row spans
npc_regional_marsh_trader_f_model_up,EXPOSED,97.0,78,10.913499999999999,11.5778,8.0665,9.49,7.222222222222222,fe19941f,1/5 contour landmarks visible; source row spans
npc_regional_marsh_trader_f_model_right,EXPOSED,95.0,78,10.82955,11.48874,8.00445,9.417,8.00445,ba7118a1,1/5 contour landmarks visible; source row spans
npc_regional_marsh_trader_m_model_down,EXPOSED,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,8.88888888888889,6.111111111111111,94e23315,2/5 contour landmarks visible; source row spans
npc_regional_marsh_trader_m_model_left,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,a5c4922,2/5 contour landmarks visible; source row spans
npc_regional_marsh_trader_m_model_up,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.444444444444445,6.666666666666666,cdeaf92f,2/5 contour landmarks visible; source row spans
npc_regional_marsh_trader_m_model_right,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,79ccfab3,2/5 contour landmarks visible; source row spans
npc_regional_north_artisan_f_model_down,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.777777777777778,5abe0234,1/5 contour landmarks visible; source row spans
npc_regional_north_artisan_f_model_left,EXPOSED,95.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,ef23cf63,0/5 contour landmarks visible; source row spans
npc_regional_north_artisan_f_model_up,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,78d42a25,1/5 contour landmarks visible; source row spans
npc_regional_north_artisan_f_model_right,EXPOSED,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,4c5872d7,0/5 contour landmarks visible; source row spans
npc_regional_north_artisan_m_model_down,EXPOSED,97.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,27602a18,1/5 contour landmarks visible; source row spans
npc_regional_north_artisan_m_model_left,EXPOSED,93.0,78,10.82955,11.48874,8.00445,9.417,6.12105,f4156564,0/5 contour landmarks visible; source row spans
npc_regional_north_artisan_m_model_up,EXPOSED,96.0,78,10.82955,11.48874,8.00445,12.0,8.00445,186c359d,2/5 contour landmarks visible; source row spans
npc_regional_north_artisan_m_model_right,EXPOSED,100.0,78,10.82955,11.48874,8.00445,9.417,6.12105,67569d36,0/5 contour landmarks visible; source row spans
npc_regional_north_farmer_f_model_down,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.222222222222222,19b7ea10,1/5 contour landmarks visible; source row spans
npc_regional_north_farmer_f_model_left,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,18d305c8,0/5 contour landmarks visible; source row spans
npc_regional_north_farmer_f_model_up,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.777777777777778,969f7426,1/5 contour landmarks visible; source row spans
npc_regional_north_farmer_f_model_right,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,f8236d46,0/5 contour landmarks visible; source row spans
npc_regional_north_farmer_m_model_down,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,12.0,8.0665,2d022807,2/5 contour landmarks visible; source row spans
npc_regional_north_farmer_m_model_left,EXPOSED,96.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,2eb6eebb,0/5 contour landmarks visible; source row spans
npc_regional_north_farmer_m_model_up,EXPOSED,96.0,79,10.913499999999999,11.5778,8.0665,12.0,8.0665,cbc1ca17,2/5 contour landmarks visible; source row spans
npc_regional_north_farmer_m_model_right,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,6bc23752,0/5 contour landmarks visible; source row spans
npc_regional_north_guard_f_model_down,ARMOR,96.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,7.777777777777778,59c79773,1/5 contour landmarks visible; source row spans
npc_regional_north_guard_f_model_left,ARMOR,89.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.8338,13b59f8e,0/5 contour landmarks visible; source row spans
npc_regional_north_guard_f_model_up,ARMOR,95.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,8.333333333333334,42bdbb8,1/5 contour landmarks visible; source row spans
npc_regional_north_guard_f_model_right,ARMOR,102.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.8338,f988ada8,0/5 contour landmarks visible; source row spans
npc_regional_north_guard_m_model_down,ARMOR,94.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,8.333333333333334,a1ec9cd6,1/5 contour landmarks visible; source row spans
npc_regional_north_guard_m_model_left,ARMOR,99.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,7.774,9d411b86,0/5 contour landmarks visible; source row spans
npc_regional_north_guard_m_model_up,ARMOR,97.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,9.444444444444445,80ec4f36,1/5 contour landmarks visible; source row spans
npc_regional_north_guard_m_model_right,ARMOR,94.0,78,13.6482,14.47896,10.0878,11.868,7.714200000000001,c4c2e2d,0/5 contour landmarks visible; source row spans
npc_regional_north_healer_f_model_down,HIDDEN_BY_ROBE,95.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,7d40619a,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_healer_f_model_left,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,c3c0cf9b,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_healer_f_model_up,HIDDEN_BY_ROBE,96.0,78,10.913499999999999,11.5778,8.0665,9.49,7.777777777777778,e57d5d66,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_healer_f_model_right,HIDDEN_BY_ROBE,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,435dad86,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_healer_m_model_down,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,bb5bcd85,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_healer_m_model_left,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,e8ce5f98,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_healer_m_model_up,HIDDEN_BY_ROBE,95.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,604777c,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_healer_m_model_right,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,dbdd0640,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_miner_f_model_down,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,10.555555555555555,8.128549999999999,171423f3,2/5 contour landmarks visible; source row spans
npc_regional_north_miner_f_model_left,EXPOSED,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,b0ef4372,0/5 contour landmarks visible; source row spans
npc_regional_north_miner_f_model_up,EXPOSED,93.0,79,10.913499999999999,11.5778,8.0665,10.0,8.0665,e29bf434,2/5 contour landmarks visible; source row spans
npc_regional_north_miner_f_model_right,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,6aeb1857,0/5 contour landmarks visible; source row spans
npc_regional_north_miner_m_model_down,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,12.0,8.0665,175d25ed,2/5 contour landmarks visible; source row spans
npc_regional_north_miner_m_model_left,EXPOSED,91.0,78,10.82955,11.48874,8.00445,9.417,6.12105,39e83d55,0/5 contour landmarks visible; source row spans
npc_regional_north_miner_m_model_up,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,12.0,8.0665,52f14690,2/5 contour landmarks visible; source row spans
npc_regional_north_miner_m_model_right,EXPOSED,101.0,78,10.82955,11.48874,8.00445,9.417,6.12105,29ac5ccf,0/5 contour landmarks visible; source row spans
npc_regional_north_noble_f_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,3e27f7f2,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_noble_f_model_left,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,844f4fbb,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_noble_f_model_up,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,7.222222222222222,d967e18,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_noble_f_model_right,HIDDEN_BY_ROBE,97.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,5b1550c2,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_noble_m_model_down,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,e92d63ea,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_noble_m_model_left,HIDDEN_BY_ROBE,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,9dbcab0c,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_noble_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,fc42368e,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_noble_m_model_right,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,1be339e6,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_f_model_down,HIDDEN_BY_ROBE,96.0,77,10.82955,11.48874,8.00445,9.417,7.222222222222222,2af5f592,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_f_model_left,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,f297af56,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_f_model_up,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,34f3ddfb,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_f_model_right,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,8d469d5,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_m_model_down,HIDDEN_BY_ROBE,95.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,a272f509,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_m_model_left,HIDDEN_BY_ROBE,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,6a6a6bdc,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_m_model_up,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,45670959,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_scholar_m_model_right,HIDDEN_BY_ROBE,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,5b952bea,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_north_trader_f_model_down,EXPOSED,94.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,abae3bf,1/5 contour landmarks visible; source row spans
npc_regional_north_trader_f_model_left,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,96fb245,0/5 contour landmarks visible; source row spans
npc_regional_north_trader_f_model_up,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.222222222222222,37d21a4f,1/5 contour landmarks visible; source row spans
npc_regional_north_trader_f_model_right,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,4865ea23,0/5 contour landmarks visible; source row spans
npc_regional_north_trader_m_model_down,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,9405e004,1/5 contour landmarks visible; source row spans
npc_regional_north_trader_m_model_left,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,d9f63f5a,0/5 contour landmarks visible; source row spans
npc_regional_north_trader_m_model_up,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,dc2c23db,1/5 contour landmarks visible; source row spans
npc_regional_north_trader_m_model_right,EXPOSED,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,aa35afd9,0/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_f_model_down,EXPOSED,91.0,78,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,bd15e442,1/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_f_model_left,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,66c88f4f,1/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_f_model_up,EXPOSED,100.0,78,10.82955,11.48874,8.00445,9.417,7.222222222222222,faa01394,1/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_f_model_right,EXPOSED,95.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,b58f2a86,1/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_m_model_down,EXPOSED,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,b0b165f8,2/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_m_model_left,EXPOSED,100.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,b2707713,0/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_m_model_up,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,ce8b640a,2/5 contour landmarks visible; source row spans
npc_regional_temperate_artisan_m_model_right,EXPOSED,92.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,8e204218,0/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_f_model_down,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,8408baa8,0/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_f_model_left,EXPOSED,93.0,78,10.82955,11.48874,8.00445,9.417,6.12105,890dc84a,0/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_f_model_up,EXPOSED,96.0,78,10.82955,11.48874,8.00445,9.417,6.12105,2feb62d,0/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_f_model_right,EXPOSED,99.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,385ea13f,0/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_m_model_down,EXPOSED,96.0,79,11.555555555555555,12.555555555555555,10.555555555555555,11.11111111111111,8.88888888888889,9dc7c40d,3/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_m_model_left,EXPOSED,100.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,3df400b7,0/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_m_model_up,EXPOSED,96.0,79,12.11111111111111,13.11111111111111,11.11111111111111,11.666666666666666,8.88888888888889,c6d264e9,3/5 contour landmarks visible; source row spans
npc_regional_temperate_farmer_m_model_right,EXPOSED,92.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,cb556e4f,0/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_f_model_down,ARMOR,96.0,78,13.6482,14.47896,10.0878,11.666666666666666,6.666666666666666,bcef9e18,2/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_f_model_left,ARMOR,91.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.2442,4faa089c,1/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_f_model_up,ARMOR,94.0,78,13.6482,14.47896,10.0878,11.868,6.666666666666666,37724165,1/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_f_model_right,ARMOR,102.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.2442,8ac81303,1/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_m_model_down,ARMOR,96.0,79,13.753999999999998,14.591199999999999,10.165999999999999,10.555555555555555,8.88888888888889,87c7b190,2/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_m_model_left,ARMOR,92.0,79,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,7.774,5c876e33,0/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_m_model_up,ARMOR,96.0,79,13.753999999999998,14.591199999999999,12.0,12.0,8.88888888888889,44cd244d,3/5 contour landmarks visible; source row spans
npc_regional_temperate_guard_m_model_right,ARMOR,99.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.8338,a3001a22,0/5 contour landmarks visible; source row spans
npc_regional_temperate_healer_f_model_down,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,7e5607e5,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_healer_f_model_left,HIDDEN_BY_ROBE,100.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,c8bfd575,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_healer_f_model_up,HIDDEN_BY_ROBE,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,362233de,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_healer_f_model_right,HIDDEN_BY_ROBE,94.0,82,10.325849999999999,10.954379999999999,7.632149999999999,8.979,5.8363499999999995,4c472125,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_healer_m_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.222222222222222,58629ea1,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_healer_m_model_left,HIDDEN_BY_ROBE,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,39729f28,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_healer_m_model_up,HIDDEN_BY_ROBE,93.0,78,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,92e9d5c5,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_healer_m_model_right,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,ba876d2f,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_miner_f_model_down,EXPOSED,105.0,78,12.11111111111111,13.11111111111111,11.11111111111111,11.11111111111111,6.666666666666666,1ca5c234,3/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_f_model_left,EXPOSED,87.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,9aeedc37,1/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_f_model_up,EXPOSED,87.0,78,11.555555555555555,12.555555555555555,10.555555555555555,10.555555555555555,6.666666666666666,eacc076e,3/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_f_model_right,EXPOSED,107.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,152d748f,0/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_m_model_down,EXPOSED,103.0,78,13.0,14.0,12.0,12.0,11.11111111111111,a6f7402b,3/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_m_model_left,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,36fe2014,0/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_m_model_up,EXPOSED,90.0,78,13.0,14.0,12.0,12.0,11.11111111111111,8ea5a518,3/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_m_model_right,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,1601e3f8,0/5 contour landmarks visible; source row spans
npc_regional_temperate_noble_f_model_down,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,c5b45ad0,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f_model_left,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,2c79528d,0/5 contour landmarks visible; covered anatomy inferred
