group,sha256,bytes_per_file,copies_in_group,extra_bytes_in_group,path,path_classification,disposition
DUP-0001,8ce137a18af2d98a7f35c213520d9dcd3c31af0f8dc74b1a6234ecc9a70407fd,1369410,4,4108230,Java/assets/city/buildings/city/city_building_house_wide.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0488,5dd54bbaa69254399ecefbbd76b491c98aef6d6df3e1ecd6bad829986bc9eff1,18991,3,37982,asset-review/characters/walk_articulated/npc_citizen_man_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0489,afa3554363191baf343cb43888e5adb0319cfd78d5f752b35b6dfc94782652cc,18986,3,37972,asset-review/characters/walk/npc_citizen_man_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0489,afa3554363191baf343cb43888e5adb0319cfd78d5f752b35b6dfc94782652cc,18986,3,37972,asset-review/characters/walk/npc_citizen_man_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0489,afa3554363191baf343cb43888e5adb0319cfd78d5f752b35b6dfc94782652cc,18986,3,37972,asset-review/characters/walk/npc_citizen_man_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0490,91475a360a35a1ad49878486a736dd42128bfff81e048635e9581a8526fe263b,18979,3,37958,asset-review/characters/walk/npc_story_maelis_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0490,91475a360a35a1ad49878486a736dd42128bfff81e048635e9581a8526fe263b,18979,3,37958,asset-review/characters/walk/npc_story_maelis_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0490,91475a360a35a1ad49878486a736dd42128bfff81e048635e9581a8526fe263b,18979,3,37958,asset-review/characters/walk/npc_story_maelis_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0491,42fd923a08a2338dc0f8c92ff89f659aed9b943a4a9edb8a2cda5a9c1793ee5e,37957,2,37957,Java/assets/npcs/regional/npc_regional_north_trader_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0491,42fd923a08a2338dc0f8c92ff89f659aed9b943a4a9edb8a2cda5a9c1793ee5e,37957,2,37957,Java/assets/npcs/regional/npc_regional_north_trader_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0492,c694cc0f607c4033607b93ebbfce440482abe648fb4243b40401983ae1945d46,18926,3,37852,asset-review/characters/walk_articulated/npc_citizen_man_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0492,c694cc0f607c4033607b93ebbfce440482abe648fb4243b40401983ae1945d46,18926,3,37852,asset-review/characters/walk_articulated/npc_citizen_man_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0492,c694cc0f607c4033607b93ebbfce440482abe648fb4243b40401983ae1945d46,18926,3,37852,asset-review/characters/walk_articulated/npc_citizen_man_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0493,c70319848fa474585ab4bfc36ef17572276233591d523a9c44592a80e9a64a4a,18916,3,37832,asset-review/characters/walk/npc_sable_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0493,c70319848fa474585ab4bfc36ef17572276233591d523a9c44592a80e9a64a4a,18916,3,37832,asset-review/characters/walk/npc_sable_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0493,c70319848fa474585ab4bfc36ef17572276233591d523a9c44592a80e9a64a4a,18916,3,37832,asset-review/characters/walk/npc_sable_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0494,01e97e258626b8be1b23d433ba00e1c3fb2a195a9f3ed344ea90d955d25588fd,18884,3,37768,asset-review/characters/walk/npc_citizen_man_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0494,01e97e258626b8be1b23d433ba00e1c3fb2a195a9f3ed344ea90d955d25588fd,18884,3,37768,asset-review/characters/walk/npc_citizen_man_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0494,01e97e258626b8be1b23d433ba00e1c3fb2a195a9f3ed344ea90d955d25588fd,18884,3,37768,asset-review/characters/walk/npc_citizen_man_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0495,b532f0a9735cb9116838a9e1b07b8625c293b323c32e1ac91e96589fcce13b1b,37715,2,37715,Java/assets/npcs/regional/npc_regional_marsh_healer_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0495,b532f0a9735cb9116838a9e1b07b8625c293b323c32e1ac91e96589fcce13b1b,37715,2,37715,Java/assets/npcs/regional/npc_regional_marsh_healer_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0496,e08e4200098975ecb04b128ce5f70a93541f584713a68b329d999f3d4da78427,18775,3,37550,asset-review/characters/walk_articulated/npc_story_ash_scribe_damar_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0496,e08e4200098975ecb04b128ce5f70a93541f584713a68b329d999f3d4da78427,18775,3,37550,asset-review/characters/walk_articulated/npc_story_ash_scribe_damar_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0496,e08e4200098975ecb04b128ce5f70a93541f584713a68b329d999f3d4da78427,18775,3,37550,asset-review/characters/walk_articulated/npc_story_ash_scribe_damar_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0497,b44074f5bf7648d1aa942150394eb1e234838ace05d40844668f61f08c016998,18726,3,37452,asset-review/characters/walk/npc_baker_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0497,b44074f5bf7648d1aa942150394eb1e234838ace05d40844668f61f08c016998,18726,3,37452,asset-review/characters/walk/npc_baker_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0497,b44074f5bf7648d1aa942150394eb1e234838ace05d40844668f61f08c016998,18726,3,37452,asset-review/characters/walk/npc_baker_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0498,62f0204eb07dea9c70cf57d7162b4ebd8b265af958bf3a58ca8552ba63c3570e,18630,3,37260,asset-review/characters/walk_articulated/npc_story_solari_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0498,62f0204eb07dea9c70cf57d7162b4ebd8b265af958bf3a58ca8552ba63c3570e,18630,3,37260,asset-review/characters/walk_articulated/npc_story_solari_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0498,62f0204eb07dea9c70cf57d7162b4ebd8b265af958bf3a58ca8552ba63c3570e,18630,3,37260,asset-review/characters/walk_articulated/npc_story_solari_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0499,b6cc09a500a0e683c411de937b8bab958623f7ce454d515f761f168902aa15ca,18590,3,37180,asset-review/characters/walk_articulated/npc_kael_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0499,b6cc09a500a0e683c411de937b8bab958623f7ce454d515f761f168902aa15ca,18590,3,37180,asset-review/characters/walk_articulated/npc_kael_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0499,b6cc09a500a0e683c411de937b8bab958623f7ce454d515f761f168902aa15ca,18590,3,37180,asset-review/characters/walk_articulated/npc_kael_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0500,52e349d67adc5a90939b2a4727b61a7f40ee1eece43c0b57655902c2bcb2fe49,18577,3,37154,asset-review/characters/walk/npc_story_mirella_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0500,52e349d67adc5a90939b2a4727b61a7f40ee1eece43c0b57655902c2bcb2fe49,18577,3,37154,asset-review/characters/walk/npc_story_mirella_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0500,52e349d67adc5a90939b2a4727b61a7f40ee1eece43c0b57655902c2bcb2fe49,18577,3,37154,asset-review/characters/walk/npc_story_mirella_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0501,3bd3878fea3820ee1f7d177896479f7c39b1f42dc83bbbbb9d95764591dd29a7,18576,3,37152,asset-review/characters/walk/npc_story_selene_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0501,3bd3878fea3820ee1f7d177896479f7c39b1f42dc83bbbbb9d95764591dd29a7,18576,3,37152,asset-review/characters/walk/npc_story_selene_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0501,3bd3878fea3820ee1f7d177896479f7c39b1f42dc83bbbbb9d95764591dd29a7,18576,3,37152,asset-review/characters/walk/npc_story_selene_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0502,70967a423ad38776d2224e9483058c65a02c7a01ec9615ed3b8e8440d194a3a9,18575,3,37150,asset-review/characters/walk_articulated/npc_story_vaelthara_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0502,70967a423ad38776d2224e9483058c65a02c7a01ec9615ed3b8e8440d194a3a9,18575,3,37150,asset-review/characters/walk_articulated/npc_story_vaelthara_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0502,70967a423ad38776d2224e9483058c65a02c7a01ec9615ed3b8e8440d194a3a9,18575,3,37150,asset-review/characters/walk_articulated/npc_story_vaelthara_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0503,096df7ca6f14697aad1da4fcc606ab273575114f459be486bf4274cbdda72ffd,18560,3,37120,asset-review/characters/walk/npc_nyx_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0503,096df7ca6f14697aad1da4fcc606ab273575114f459be486bf4274cbdda72ffd,18560,3,37120,asset-review/characters/walk/npc_nyx_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0503,096df7ca6f14697aad1da4fcc606ab273575114f459be486bf4274cbdda72ffd,18560,3,37120,asset-review/characters/walk/npc_nyx_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0504,94fa9f6558ee29a4d57f3e41ea06cd1577d18b1bd2cb8bdef423e0f2b37d67eb,18550,3,37100,asset-review/characters/walk_articulated/npc_story_ash_scribe_damar_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0504,94fa9f6558ee29a4d57f3e41ea06cd1577d18b1bd2cb8bdef423e0f2b37d67eb,18550,3,37100,asset-review/characters/walk_articulated/npc_story_ash_scribe_damar_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0504,94fa9f6558ee29a4d57f3e41ea06cd1577d18b1bd2cb8bdef423e0f2b37d67eb,18550,3,37100,asset-review/characters/walk_articulated/npc_story_ash_scribe_damar_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0505,daa2158e124df890b9c30bd92ab4077420ef04b634f5397be5df55a803f1fb1e,37084,2,37084,Java/assets/npcs/regional/npc_regional_north_artisan_m_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0505,daa2158e124df890b9c30bd92ab4077420ef04b634f5397be5df55a803f1fb1e,37084,2,37084,Java/assets/npcs/regional/npc_regional_north_artisan_m_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0506,83f998ef85342a2c5b923596f5fbc41aa2b7bb16119fe09ed7b22ac976af6f45,18403,3,36806,asset-review/characters/walk_articulated/npc_story_solari_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0506,83f998ef85342a2c5b923596f5fbc41aa2b7bb16119fe09ed7b22ac976af6f45,18403,3,36806,asset-review/characters/walk_articulated/npc_story_solari_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0506,83f998ef85342a2c5b923596f5fbc41aa2b7bb16119fe09ed7b22ac976af6f45,18403,3,36806,asset-review/characters/walk_articulated/npc_story_solari_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0507,9caea4323280df72f916e902546059e2f6260c4565c028b63ad369b967616261,18393,3,36786,asset-review/characters/walk/npc_story_selene_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0507,9caea4323280df72f916e902546059e2f6260c4565c028b63ad369b967616261,18393,3,36786,asset-review/characters/walk/npc_story_selene_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0507,9caea4323280df72f916e902546059e2f6260c4565c028b63ad369b967616261,18393,3,36786,asset-review/characters/walk/npc_story_selene_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0508,4cb53f9cbfb9d2da1aa1777f011a9f5844b5a33e78fba6dba987032122aac5e7,18382,3,36764,asset-review/characters/walk/npc_story_mirella_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0508,4cb53f9cbfb9d2da1aa1777f011a9f5844b5a33e78fba6dba987032122aac5e7,18382,3,36764,asset-review/characters/walk/npc_story_mirella_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0508,4cb53f9cbfb9d2da1aa1777f011a9f5844b5a33e78fba6dba987032122aac5e7,18382,3,36764,asset-review/characters/walk/npc_story_mirella_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0509,3df375f26aa19154bd4d44faa18ef96f3b84709b30ebaee2229fa72fc0c93ec1,18366,3,36732,asset-review/characters/walk/npc_story_ash_scribe_damar_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0509,3df375f26aa19154bd4d44faa18ef96f3b84709b30ebaee2229fa72fc0c93ec1,18366,3,36732,asset-review/characters/walk/npc_story_ash_scribe_damar_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0509,3df375f26aa19154bd4d44faa18ef96f3b84709b30ebaee2229fa72fc0c93ec1,18366,3,36732,asset-review/characters/walk/npc_story_ash_scribe_damar_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0510,736b1651568820d120f964041133692a52c1c8b9b80fb0ded39c33c11865c334,18297,3,36594,asset-review/characters/walk/npc_story_ash_scribe_damar_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0510,736b1651568820d120f964041133692a52c1c8b9b80fb0ded39c33c11865c334,18297,3,36594,asset-review/characters/walk/npc_story_ash_scribe_damar_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0510,736b1651568820d120f964041133692a52c1c8b9b80fb0ded39c33c11865c334,18297,3,36594,asset-review/characters/walk/npc_story_ash_scribe_damar_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0511,07aa350045de101264149ba467af4f55b5ad19a943e6ee13881dc0c68439060b,36543,2,36543,Java/assets/npcs/regional/npc_regional_marsh_guard_m_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0511,07aa350045de101264149ba467af4f55b5ad19a943e6ee13881dc0c68439060b,36543,2,36543,Java/assets/npcs/regional/npc_regional_marsh_guard_m_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0512,a41663123a7e11e6fcd86ea78fb37d563784d9ad32fd7ad280bfcb45f08a36cb,18202,3,36404,asset-review/characters/walk_articulated/npc_story_gravekeeper_hollis_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0512,a41663123a7e11e6fcd86ea78fb37d563784d9ad32fd7ad280bfcb45f08a36cb,18202,3,36404,asset-review/characters/walk_articulated/npc_story_gravekeeper_hollis_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0512,a41663123a7e11e6fcd86ea78fb37d563784d9ad32fd7ad280bfcb45f08a36cb,18202,3,36404,asset-review/characters/walk_articulated/npc_story_gravekeeper_hollis_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0513,facd8ee71eeebb7c1f4f26abc1abf5e0f525ecf2ea4b778de9294e83b69d4ec4,18176,3,36352,asset-review/characters/walk/npc_story_gravekeeper_hollis_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0513,facd8ee71eeebb7c1f4f26abc1abf5e0f525ecf2ea4b778de9294e83b69d4ec4,18176,3,36352,asset-review/characters/walk/npc_story_gravekeeper_hollis_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0513,facd8ee71eeebb7c1f4f26abc1abf5e0f525ecf2ea4b778de9294e83b69d4ec4,18176,3,36352,asset-review/characters/walk/npc_story_gravekeeper_hollis_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0514,674690ce0646a042af9742ae3e801006332823ae86868e54ad89f7b8f0f39612,12114,4,36342,Java/assets/npcs/npc_quartermaster_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0514,674690ce0646a042af9742ae3e801006332823ae86868e54ad89f7b8f0f39612,12114,4,36342,Java/assets/npcs/npc_quartermaster_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0514,674690ce0646a042af9742ae3e801006332823ae86868e54ad89f7b8f0f39612,12114,4,36342,asset-review/2026-09-22-npcs/before/Java/assets/npcs/npc_quartermaster_model.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0514,674690ce0646a042af9742ae3e801006332823ae86868e54ad89f7b8f0f39612,12114,4,36342,asset-review/2026-09-22-npcs/before/Java/assets/npcs/npc_quartermaster_model_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0515,3c0451572fdfb2465b5a52881809b575bf48e7b40775ab1cbc8d9f59c0760731,18157,3,36314,asset-review/characters/walk_articulated/npc_story_bellwright_nessa_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0515,3c0451572fdfb2465b5a52881809b575bf48e7b40775ab1cbc8d9f59c0760731,18157,3,36314,asset-review/characters/walk_articulated/npc_story_bellwright_nessa_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0515,3c0451572fdfb2465b5a52881809b575bf48e7b40775ab1cbc8d9f59c0760731,18157,3,36314,asset-review/characters/walk_articulated/npc_story_bellwright_nessa_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0516,3450e408eb92528370fe5fcef504e238fe53ac4a1d34fcb068052fc5470e2b29,18112,3,36224,asset-review/characters/walk_articulated/npc_story_vaelthara_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0516,3450e408eb92528370fe5fcef504e238fe53ac4a1d34fcb068052fc5470e2b29,18112,3,36224,asset-review/characters/walk_articulated/npc_story_vaelthara_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0516,3450e408eb92528370fe5fcef504e238fe53ac4a1d34fcb068052fc5470e2b29,18112,3,36224,asset-review/characters/walk_articulated/npc_story_vaelthara_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0517,e9dd7d97b74cdafb778d1f48d5be9d8ceed234603699e6c75070b188a051237b,35997,2,35997,Java/assets/npcs/regional/npc_regional_temperate_trader_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0517,e9dd7d97b74cdafb778d1f48d5be9d8ceed234603699e6c75070b188a051237b,35997,2,35997,Java/assets/npcs/regional/npc_regional_temperate_trader_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0518,8f80295817a68b09872fa7c1a6ca8335104dc844c2f8d211a24d39977b631745,17971,3,35942,asset-review/characters/walk/npc_innkeeper_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0518,8f80295817a68b09872fa7c1a6ca8335104dc844c2f8d211a24d39977b631745,17971,3,35942,asset-review/characters/walk/npc_innkeeper_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0518,8f80295817a68b09872fa7c1a6ca8335104dc844c2f8d211a24d39977b631745,17971,3,35942,asset-review/characters/walk/npc_innkeeper_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0519,293ff7255d6a876fa1bfbd7a1867ebc5183720daec57d428accfd80292c8457c,17958,3,35916,asset-review/characters/walk/npc_story_gravekeeper_hollis_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0519,293ff7255d6a876fa1bfbd7a1867ebc5183720daec57d428accfd80292c8457c,17958,3,35916,asset-review/characters/walk/npc_story_gravekeeper_hollis_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0519,293ff7255d6a876fa1bfbd7a1867ebc5183720daec57d428accfd80292c8457c,17958,3,35916,asset-review/characters/walk/npc_story_gravekeeper_hollis_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0520,12da3d51cd85b6ebbe2bb25085d9754c661a47d9e524388a3d130ffe3a7c2305,35887,2,35887,Java/assets/interiors/props/household/interior_washstand.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0520,12da3d51cd85b6ebbe2bb25085d9754c661a47d9e524388a3d130ffe3a7c2305,35887,2,35887,asset-review/household-expansion/candidates/household/washstand.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0521,76fa3fb57da4479a58e9a55cbc5399121b08216678df6960e1b35b0d5c8a4c22,17907,3,35814,asset-review/characters/walk/npc_story_bellwright_nessa_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0521,76fa3fb57da4479a58e9a55cbc5399121b08216678df6960e1b35b0d5c8a4c22,17907,3,35814,asset-review/characters/walk/npc_story_bellwright_nessa_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0521,76fa3fb57da4479a58e9a55cbc5399121b08216678df6960e1b35b0d5c8a4c22,17907,3,35814,asset-review/characters/walk/npc_story_bellwright_nessa_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0522,b63fda51559a5c3a049884d2613deaac05b3d188d6e7f33e2469c6baa3d56af3,17883,3,35766,asset-review/characters/walk_articulated/npc_story_bellwright_nessa_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0522,b63fda51559a5c3a049884d2613deaac05b3d188d6e7f33e2469c6baa3d56af3,17883,3,35766,asset-review/characters/walk_articulated/npc_story_bellwright_nessa_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0522,b63fda51559a5c3a049884d2613deaac05b3d188d6e7f33e2469c6baa3d56af3,17883,3,35766,asset-review/characters/walk_articulated/npc_story_bellwright_nessa_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0523,d9d8135ddf68fa2b1b304022ee4ac07c0334ea38d291f0c9d69ae9fd18c63d8e,17860,3,35720,asset-review/characters/walk/npc_innkeeper_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0523,d9d8135ddf68fa2b1b304022ee4ac07c0334ea38d291f0c9d69ae9fd18c63d8e,17860,3,35720,asset-review/characters/walk/npc_innkeeper_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0523,d9d8135ddf68fa2b1b304022ee4ac07c0334ea38d291f0c9d69ae9fd18c63d8e,17860,3,35720,asset-review/characters/walk/npc_innkeeper_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0524,c24452ce3b9977de043be51e33c748cb402fe15cad3d7b4c10db435289adc83b,17860,3,35720,asset-review/characters/walk_articulated/npc_innkeeper_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0524,c24452ce3b9977de043be51e33c748cb402fe15cad3d7b4c10db435289adc83b,17860,3,35720,asset-review/characters/walk_articulated/npc_innkeeper_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0524,c24452ce3b9977de043be51e33c748cb402fe15cad3d7b4c10db435289adc83b,17860,3,35720,asset-review/characters/walk_articulated/npc_innkeeper_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0525,9715d4c3aa2c13d889b1062e67819b2b092171d49702b43ffe707c9fe8126251,17807,3,35614,asset-review/characters/walk_articulated/npc_story_gravekeeper_hollis_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0525,9715d4c3aa2c13d889b1062e67819b2b092171d49702b43ffe707c9fe8126251,17807,3,35614,asset-review/characters/walk_articulated/npc_story_gravekeeper_hollis_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0525,9715d4c3aa2c13d889b1062e67819b2b092171d49702b43ffe707c9fe8126251,17807,3,35614,asset-review/characters/walk_articulated/npc_story_gravekeeper_hollis_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0526,8e6b64de8f8fa3ab2e494bbb1eeee42bbd182157878f7697e764edccbf65d093,35555,2,35555,Java/assets/npcs/regional/npc_regional_highland_healer_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0526,8e6b64de8f8fa3ab2e494bbb1eeee42bbd182157878f7697e764edccbf65d093,35555,2,35555,Java/assets/npcs/regional/npc_regional_highland_healer_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0527,55d29ea18f9d2027b7e35cf745d6838e337837da13060abdbecaf339b3929f4d,17726,3,35452,asset-review/characters/walk/npc_story_bellwright_nessa_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0527,55d29ea18f9d2027b7e35cf745d6838e337837da13060abdbecaf339b3929f4d,17726,3,35452,asset-review/characters/walk/npc_story_bellwright_nessa_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0527,55d29ea18f9d2027b7e35cf745d6838e337837da13060abdbecaf339b3929f4d,17726,3,35452,asset-review/characters/walk/npc_story_bellwright_nessa_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0528,ba24804938b43bd0605aa75e42a8d738e6ded0e7968a09852005dc10be16d4da,17660,3,35320,asset-review/characters/idle/npc_elowen_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0528,ba24804938b43bd0605aa75e42a8d738e6ded0e7968a09852005dc10be16d4da,17660,3,35320,asset-review/characters/idle/npc_elowen_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0528,ba24804938b43bd0605aa75e42a8d738e6ded0e7968a09852005dc10be16d4da,17660,3,35320,asset-review/characters/idle/npc_elowen_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0529,f69ec67e90bd6346f4775efd0c21c3e74b5b0b949fcb1bc67836f7be42a98195,35112,2,35112,Java/assets/npcs/regional/npc_regional_north_scholar_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0529,f69ec67e90bd6346f4775efd0c21c3e74b5b0b949fcb1bc67836f7be42a98195,35112,2,35112,Java/assets/npcs/regional/npc_regional_north_scholar_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0530,8c7bd23937592ff4911416606ec3d863d70cc6770ed5f5b9d2d3df5718772ced,35095,2,35095,Java/assets/interiors/props/household/interior_wall_landscape.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0530,8c7bd23937592ff4911416606ec3d863d70cc6770ed5f5b9d2d3df5718772ced,35095,2,35095,asset-review/household-expansion/candidates/household/wall_landscape.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0531,1a399d016d69faf1a654f7b9b168d7d2052da12a137c8cd8f5601bc202dfc4f2,35078,2,35078,Java/assets/npcs/regional/npc_regional_north_healer_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0531,1a399d016d69faf1a654f7b9b168d7d2052da12a137c8cd8f5601bc202dfc4f2,35078,2,35078,Java/assets/npcs/regional/npc_regional_north_healer_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0532,5c3362adfb9fb8c3a5ea85d0717c7d12e1bbfb5f87ee43fe7248478d1a820a6f,34967,2,34967,Java/assets/npcs/regional/npc_regional_north_miner_m_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0532,5c3362adfb9fb8c3a5ea85d0717c7d12e1bbfb5f87ee43fe7248478d1a820a6f,34967,2,34967,Java/assets/npcs/regional/npc_regional_north_miner_m_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
